2046:27296,13889,10492,11199,91537,5545,9101,14117,111815,13667
2058:12597,88234,121818,17944,48197,43327,17,302,654,76
2068:1405,17,3476,559,1451,5567,1800,9617,3728,245
2070:84,15,542,803,1102,61,690,2338,9077,153
2071:650,58,518,559,616,61,364,302,508,1405
2072:4364,302,654,518,616,1102,354,58,736,29
2074:4660,924,5975,4671,13998,11468,7926,1011,11590,17908
2075:3476,548,28,654,302,15,542,61,32,245
2076:17,302,654,76,616,58,8,866,84,29
2077:656,8483,10930,17,654,616,518,58,15,564
2080:356,16104,17,58,654,15,518,542,564,650
2085:11720,1382,16625,89092,3551,12133,3476,829,542,518
2097:65,124,559,709,967,18867,616,58,654,15
2112:17,654,302,564,76,866,94,5480,508,301
2115:65,119,17,616,15,542,654,1405,61,58
2116:17,616,654,302,8,224,564,542,58,61
2123:65,17,654,616,58,518,8,1102,76,29
2135:1359,1966,17,616,8,302,564,15,58,654
2141:17,302,654,76,616,58,8,866,84,29
2147:10007,3791,7682,3448,40393,10075,4756,14750,398,3250
2154:2677,12657,5010,32577,5480,8860,719,1326,2103,661
2160:15,322,4174,188,30094,17,302,61,554,861
2162:661,2012,5480,719,2103,1400,574,760,135,7994
2170:709,17,58,542,302,15,61,564,650,8
2177:14500,17,302,654,76,616,58,8,866,84
2184:13683,11522,58,616,84,542,6,518,1102,8
2185:17,616,542,654,302,564,8,364,58,650
2187:17,302,654,76,616,58,8,866,84,29
2211:17,508,616,302,226,8,654,1023,58,542
2223:533,17,81,76,70,58,616,8,226,2139
2243:119,559,245,17,15,518,616,8,1405,131
2244:1405,124,3915,699,9943,1548,17,616,58,302
2247:6,554,116,3250,302,616,654,84,58,650
2250:49715,17,302,654,76,616,58,8,866,84
2253:5103,226,70,508,17,1535,542,616,1023,5767
2260:17,302,654,76,616,58,8,866,84,29
2261:1631,8276,9525,616,654,58,302,542,61,15
2262:96,17,302,654,76,616,58,8,866,84
2290:15,285,94,542,518,65,650,61,32,554
2291:13636,17,616,542,29,15,76,84,32,564
2293:236,4907,84198,17,84,58,616,302,654,101
2301:17,302,654,76,616,58,8,866,84,29
2302:16229,245,39395,33882,774,353,1524,8,17,185
2304:984,5480,661,719,1326,76,9874,463,2103,2833
2318:654,15,61,564,245,84,101,76,554,289
2325:8,84,302,654,616,354,58,245,1102,301
2335:356,1119,15510,17,616,302,654,15,518,8
2343:17,302,654,76,616,58,8,866,84,29
2346:17,70,616,76,302,654,58,81,138,84
2347:17,302,654,76,616,58,8,866,84,29
2348:179,5542,1888,829,1874,54357,17,616,654,58
2362:17,302,654,76,616,58,8,866,84,29
2363:8276,17,302,616,29,84,542,650,15,76
2364:2655,302,616,29,84,650,8,76,518,101
2369:6098,5638,17,616,70,76,302,58,238,8
2373:953,49219,17,84,616,302,654,58,1102,101
2381:1109,17431,17,58,302,616,654,542,8,29
2382:17,518,564,65,654,8,302,131,616,245
2384:17,1119,84,4420,245,302,354,947,518,2935
2385:17,302,616,58,29,84,542,8,564,15
2392:2703,17,302,654,76,616,58,8,866,84
2393:1023,559,9617,17,8,508,616,542,654,58
2394:5465,18867,616,302,654,542,58,15,84,564
2395:17,616,15,84,650,61,1196,8,289,101
2399:17,302,1023,616,226,76,8,654,94,1535
2405:15,1196,356,1410,559,967,6024,2917,17,58
2407:1649,18287,17,866,654,302,76,58,354,84
2408:302,654,84,58,616,8,29,1102,354,76
2419:76,3191,58,8,616,17,302,654,76,616
2429:17,354,17,302,654,76,616,58,8,866
2447:84,29,1102,76,8,354,542,518,301,289
2452:17,302,654,76,616,58,8,866,84,29
2453:17,302,654,76,616,58,8,866,84,29
2454:508,17,245,1352,8,3107,931,542,564,787
2456:17,58,616,29,84,76,650,8,542,736
2461:542,518,61,1196,101,1511,289,554,29,62
2464:967,12883,654,58,616,354,8,518,301,76
2465:119,559,58,616,84,354,8,1102,15,518
2469:559,616,58,542,302,61,518,245,8,32
2489:2632,168,719,984,801,1326,1400,5480,1528,760
2491:17,302,654,76,616,58,8,866,84,29
2499:1097,50804,302,13523,17,650,58,62,598,182
2500:65,709,2480,11626,654,8,58,616,84,76
2501:162,17,931,947,1382,119,65,1405,8,131
2505:8105,17,654,616,58,542,518,15,29,84
2510:30152,30139,40898,5567,17,3307,3683,23902,13723,5538
2515:116,17,616,302,564,58,8,654,518,650
2518:3928,5097,3568,890,10254,17,5670,40,4743,361
2520:1039,8546,22121,5312,17,616,542,58,15,302
2521:398,454,3753,302,654,616,58,518,8,542
2524:302,17,654,616,58,8,84,650,76,542
2536:559,967,8683,17,302,542,15,32,364,564
2541:654,58,302,15,518,8,61,32,564,787
2547:17,302,58,654,650,616,8,62,76,1245
2553:9134,8960,19507,36848,44578,31025,16881,31598,31397,37961
2558:4792,661,5557,10267,2155,13194,3211,14501,7180,3601
2560:645,616,58,15,84,564,787,76,29,1196
2563:19984,8276,15453,58,302,654,15,564,861,650
2573:7178,14129,8868,749,58,616,8,76,29,518
2591:616,17,58,302,654,542,861,8,238,564
2596:366,17,302,616,84,654,58,518,29,493
2597:17,780,76,262,58,302,226,616,654,70
2601:302,311,84,11855,1119,29,542,1102,10071,1077
2604:367,70,226,8167,2967,986,26342,582,77570,85297
2611:9617,8,654,518,245,616,542,787,58,84
2612:17,542,58,302,15,654,518,861,101,999
2615:542,518,61,32,8,564,364,650,29,101
2625:17,226,302,616,245,654,508,1023,354,84
2626:116,699,2897,302,616,84,518,564,101,554
2634:8213,18477,422,10046,71850,83929,9278,20517,42194,3101
2636:654,58,616,84,8,29,354,542,650,518
2639:35688,50744,17,302,616,654,508,8,518,70
2650:2123,86115,4308,75058,17731,13766,17,302,654,76
2661:26720,1405,245,1099,960,1245,239,8020,1471,2121
2663:17,84,302,8,654,616,518,58,736,245
2666:3250,17,616,58,654,302,542,8,650,15
2676:3244,654,24698,162,289,4174,1168,1567,10279,322
2689:74776,17,654,302,616,15,58,542,564,518
2693:790,17,302,654,76,616,58,8,866,84
2708:116,22606,17,616,58,542,8,61,94,302
2709:65,238,1389,245,131,4268,518,5117,1405,94
2713:699,13615,17,8,616,542,654,364,58,302
2715:2259,984,1400,9874,8733,135,1147,801,2103,661
2716:17,302,654,76,616,58,8,866,84,29
2727:7909,20913,58,616,29,84,15,542,8,354
2730:5871,10520,17,542,616,15,654,61,518,8
2731:12710,18127,616,84,29,650,76,8,542,1102
2734:564,76,17,302,654,76,616,58,8,866
2735:3107,1527,1712,3172,8848,12990,4825,4568,76,1923
2737:17,302,654,616,58,8,84,650,518,29
2745:17,654,302,245,61,518,15,616,32,65
2746:27209,16151,4158,24118,5595,22338,13137,32863,38773,35685
2748:17,302,654,76,616,58,8,866,84,29
2756:1550,616,302,58,654,650,8,564,76,84
2760:29,84,542,76,8,650,15,1102,518,301
2776:8178,17,302,654,76,616,58,8,866,84
2799:17,8,245,710,508,76,1744,1002,1410,4513
2802:302,58,654,616,84,76,303,736,8,803
2803:17,302,654,76,616,58,8,866,84,29
2804:17,650,654,616,58,224,302,15,84,508
2805:17,302,654,76,616,58,8,866,84,29
2812:22606,302,654,8,542,29,650,101,15,787
2815:984,463,1400,8860,1326,10752,8252,168,5480,719
2827:62155,699,94,14202,366,5017,15540,8118,273,1764
2831:654,58,84,8,29,518,76,354,138,542
2846:190,387,16056,7655,616,654,302,518,542,15
2848:521,1217,17,616,654,15,61,518,32,861
2853:17,302,654,76,616,58,8,866,84,29
2854:104226,1119,84,245,302,654,518,354,8,70
2857:1133,57431,17,245,654,518,94,302,650,84
2858:354,17,84,542,15,29,101,289,1102,650
2861:46215,19736,5975,58924,17316,24175,10981,1451,6977,11590
2871:4755,189,378,3107,1527,17,245,76,10041,124
2907:654,116,1109,302,58,616,84,8,650,76
2912:3789,76,226,698,70,124,719,352,168,710
2914:17,302,58,654,542,61,32,8,518,15
2924:168,226,17,245,1002,508,1326,76,1147,5480
2925:15337,7851,38729,55481,19023,4390,30632,272,35828,102663
2947:90863,2741,66050,18970,24301,46125,385,262,3969,68618
2951:17,302,654,76,616,58,8,866,84,29
2959:944,7869,17,302,616,654,542,58,8,518
2960:65,17,518,616,654,8,542,58,32,302
2963:1089,17,616,58,542,564,302,654,8,61
2965:17,302,654,76,616,58,8,866,84,29
2967:1287,2268,46215,245,8,518,15,61,564,654
2970:616,17,302,654,58,8,542,1196,518,650
2977:3915,59612,17,302,654,518,84,8,58,616
2981:1217,1455,542,29,84,8,518,650,101,76
2989:1196,709,17,302,58,616,654,76,542,32
2990:29000,22420,13581,50448,17966,11490,77921,29727,13392,103762
3002:1247,17,302,654,76,616,58,8,866,84
3004:168,984,8860,1326,135,1400,5480,9874,8733,2833
3011:17,302,654,76,616,58,8,866,84,29
3013:508,17,7006,226,70,8,76,301,94,4755
3037:42168,17,302,654,76,616,58,8,866,84
3038:247,17,84,6503,8,76,50306,302,289,616
3044:302,654,616,58,8,518,650,84,542,15
3070:17,302,10692,4146,654,564,616,8783,2528,70
3081:26821,17,302,616,654,58,518,84,8,354
3100:302,616,84,542,8,76,29,101,518,15
3102:168,984,1400,574,5480,8860,2685,5557,719,2642
3105:17,654,58,302,15,518,564,8,61,84
3107:521,6849,18867,28943,31762,70,17,616,76,1023
3110:378,17,616,8,654,61,15,245,58,542
3111:302,616,58,654,542,8,518,15,101,861
3113:17,302,654,616,76,8,542,650,58,15
3121:1535,116,709,8,564,15,542,101,787,32
3125:749,17,302,654,616,58,70,84,8,76
3126:891,17,302,654,76,616,58,8,866,84
3129:559,8276,616,302,542,61,8,518,32,564
3139:17,361,302,654,354,29,84,58,76,616
3144:709,17,302,616,518,84,58,5480,508,76
3152:236,11,10217,17,616,15,8,518,654,542
3166:17,302,654,76,616,58,8,866,84,29
3167:43490,17,564,616,58,1023,508,8,76,70
3169:559,6292,36134,47872,518,542,616,8,1405,15
3170:17,616,302,58,654,8,76,564,518,84
3172:17,616,302,542,654,58,564,8,238,32
3176:5367,5344,14498,58,616,650,15,542,76,564
3183:709,18867,17,654,616,58,76,70,29,542
3184:8935,108727,53060,5145,111704,14452,131,245,17,354
3193:58,3476,61,8,518,24472,71980,1196,364,554
3195:17,518,8,245,654,1471,84,1119,616,302
3220:2059,616,84,1102,650,8,76,138,518,542
3229:17,616,302,654,58,542,15,650,518,8
3234:20591,1102,302,518,654,616,58,354,29,101
3237:110086,49575,56913,42323,110318,17,302,654,76,616
3238:65,17,302,616,654,58,8,76,542,518
3239:17,58,616,29,84,1102,8,76,650,518
3246:43888,1337,4671,13998,1011,2543,11590,8772,19378,76
3258:17,58,654,542,8,15,564,61,32,787
3263:18867,17,616,58,654,302,542,15,8,508
3264:17,302,654,76,616,58,8,866,84,29
3277:168,76,719,10267,5480,984,574,226,463,564
3279:17,654,616,58,302,564,650,8,84,518
3295:17,76,564,8,81,226,616,70,1730,2139
3305:17,76,2139,262,500,70,805,302,564,616
3306:23395,12690,6901,1651,28389,11653,14990,48431,4110,4146
3308:65,17,616,302,654,542,508,564,8,58
3309:616,302,1806,5069,542,84,518,861,650,1196
3319:3003,17,302,654,76,616,58,8,866,84
3320:3196,2548,10541,8069,7160,5111,197,14793,24752,27094
3328:116,616,58,84,29,542,8,518,650,76
3329:17,542,238,226,70,81,224,429,1023,654
3335:3476,59585,34983,22008,654,58,616,542,84,61
3346:2375,245,103,15,518,17,61,542,8,1987
3352:65,17,58,654,302,616,8,542,15,518
3353:17,16624,302,654,58,616,8,861,11588,1023
3360:1039,2097,12859,302,616,654,84,8,58,518
3374:17,616,654,58,302,542,518,8,15,364
3376:239,17,654,616,302,226,58,780,76,508
3383:29,103598,17,70,138,654,302,354,84,58
3386:776,10675,5747,4212,4203,12253,8197,14336,10682,6673
3411:431,654,564,518,76,736,656,9536,17,119
3412:17,302,654,76,616,58,8,866,84,29
3413:119,806,61736,17,8,15,518,61,1744,616
3416:12522,4755,1352,2880,10041,189,4568,3107,3172,1527
3419:356,750,17,616,654,15,32,650,564,518
3421:7407,1348,3213,1806,18391,8803,17,84,861,542
3423:17,616,8,302,58,654,76,564,518,650
3426:616,17,58,654,302,542,15,861,518,32
3428:1196,285,65,4414,699,17,58,302,654,542
3429:654,302,84,8,650,542,564,76,518,354
3431:17,302,654,76,616,58,8,866,84,29
3432:17,302,654,616,58,564,650,8,84,29
3450:21028,9662,17,76,616,8,302,58,564,654
3453:34138,101987,168,719,5480,661,1326,2103,8733,7994
3475:17,2030,302,245,654,616,61,542,94,4268
3478:15,84,650,61,518,289,8,1196,101,554
3479:72699,470,1039,726,105999,22719,44407,9437,378,3250
3480:923,19405,17,302,654,616,542,650,29,76
3490:17,1217,542,19963,61,84,32,1196,289,554
3500:356,65,16811,20765,8868,6793,16385,616,58,542
3514:3915,302,616,84,8,542,29,15,650,518
3529:669,17,302,654,76,616,58,8,866,84
3546:273,17,58,302,654,8,861,84,76,650
3547:4942,302,654,616,84,29,8,15,518,76
3551:47764,17,302,654,76,616,58,8,866,84
3557:168,719,984,8733,1400,5480,135,8860,5738,5488
3572:17,302,654,76,616,58,8,866,84,29
3579:17,58,616,29,8,354,518,650,138,301
